invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-5123,Zenith IT Consulting,1003.35,2026-01-25,2026-02-24,paid,PO-6991
INV-2026-5115,Wellspring Analytics,1611.11,2026-05-12,2026-06-26,paid,PO-6729
INV-2026-4800,summit office supplies,800.18,2026-05-14,2026-06-28,pending,PO-6933
INV-2026-4551,Baystate Facilities,409.42,2026-04-22,2026-05-07,paid,PO-6124
INV-2026-2552,Civic Square Legal,1154.98,2026-02-10,2026-03-12,overdue,PO-6661
INV-2026-5104,Fleetline Maintenance,14742.51,2026-04-22,2026-05-22,pending,PO-6754
INV-2026-3788,Everline Distribution,2401.72,2026-01-12,2026-02-11,pending,PO-6637
INV-2026-4085,BluePeak Marketing,416.65,2026-03-08,2026-03-23,overdue,PO-6836
INV-2026-4849,Delta Freight Solutions,58.11,2026-06-14,2026-06-29,paid,PO-6269
INV-2026-3897,Northwind Security,703.58,2026-02-15,2026-03-17,pending,PO-6235
INV-2026-3565,Bluepeak Marketing,3233.94,2026-03-05,2026-05-04,paid,PO-6807
INV-2026-2168,Harborstone Consulting,488.42,2026-04-15,2026-05-15,overdue,PO-6967
INV-2026-3332,Harborstone Consulting Group,351.08,2026-02-19,2026-04-20,pending,PO-6829
INV-2026-4692,Precision Print Shop,663.59,2026-01-11,2026-02-10,overdue,PO-6613
INV-2026-3803,Harborstone Consulting,5344.25,2026-03-27,2026-04-26,paid,PO-6872
INV-2026-2891,Precision Print Shop,2040.77,2026-05-21,2026-06-20,pending,PO-6250
INV-2026-3034,Baystate Facilities,482.45,2026-03-26,2026-04-25,pending,PO-6355
INV-2026-2551,Golden Valley Catering,389.17,2026-04-07,2026-05-07,pending,PO-6641
INV-2026-3123,Bluepeak Marketing,1217.46,2026-01-06,2026-02-05,pending,PO-6206
INV-2026-4574,Summit Office Supplies,380.29,2026-03-19,2026-04-18,overdue,PO-6924
INV-2026-5059,Zenith IT Consulting,12280.11,2026-06-05,2026-06-20,pending,PO-6122
INV-2026-2947,Wellspring Analytics,1324.33,2026-03-17,2026-04-16,pending,PO-6392
INV-2026-3180,Quartz Design Studio,2593.84,2026-01-25,2026-02-24,pending,PO-6638
INV-2026-3472,Civic Square Legal,1724.04,2026-03-24,2026-04-23,paid,PO-6175
INV-2026-4005,BluePeak Marketing,2923.98,2026-02-09,2026-04-10,pending,PO-6473
INV-2026-3508,Bluepeak Marketing,,2026-06-01,2026-07-01,overdue,PO-6157
INV-2026-3839,Quartz Design Studio,807.45,2026-03-27,2026-04-26,pending,PO-6062
INV-2026-3212,Precision Print Shop,2035.55,2026-06-03,2026-07-03,pending,PO-6993
INV-2026-4499,BluePeak Marketing,2330.5,2026-06-20,2026-07-05,pending,PO-6772
INV-2026-3066,Summit Office Supplies,1000.71,2026-04-13,2026-05-13,overdue,PO-6366
INV-2026-5085,Riverside Cleaning Co,502.78,2026-01-30,2026-03-01,pending,PO-6854
INV-2026-3647,Northwind Security,1199.13,2026-02-03,2026-04-04,overdue,PO-6042
INV-2026-2267,Harborstone Consulting Group,3569.48,2026-04-01,2026-05-01,paid,PO-6662
INV-2026-2770,Trustpoint Insurance,2231.44,2026-04-18,2026-05-18,overdue,PO-6783
INV-2026-4337,Delta Freight Solutions LLC,120.12,2026-06-10,2026-07-10,overdue,PO-6364
INV-2026-2437,IRONCLAD LOGISTICS,2156.79,2026-06-06,2026-08-05,pending,PO-6201
INV-2026-2077,Northwind Security,2093.82,2026-03-23,2026-04-22,pending,PO-6170
INV-2026-2757,Northwind Security,1148.18,2026-03-05,2026-04-04,pending,PO-6869
INV-2026-4995,Summit Office Supplies,63.21,2026-05-19,2026-06-18,pending,PO-6992
INV-2026-4559,Ridgeline HVAC,185.33,2026-04-26,2026-05-11,paid,PO-6011
INV-2026-4808,Precision Print Shop,387.13,2026-04-19,2026-05-19,pending,PO-6556
INV-2026-2481,Delta Freight Solutions,1705.96,2026-06-13,2026-08-12,overdue,PO-6639
INV-2026-3539,Northwind Security,108.7,2026-02-22,2026-03-24,pending,PO-6022
INV-2026-2868,Meadowbrook Payroll,1183.84,2026-05-10,2026-06-09,paid,PO-6920
INV-2026-5283,Trustpoint Insurance,1180.0,2026-04-03,2026-04-18,paid,PO-6704
INV-2026-5228,Delta Freight Solutions,1896.46,2026-03-18,2026-04-17,paid,PO-6303
INV-2026-2906,Harborstone Consulting Group,246.06,2026-03-26,2026-04-25,paid,PO-6195
INV-2026-3998,Zenith IT Consulting,600.46,2026-03-28,2026-04-12,overdue,PO-6463
INV-2026-4534,Quartz Design Studio,278.77,2026-01-08,2026-03-09,pending,PO-6914
INV-2026-3159,Golden Valley Catering,993.66,2026-03-24,2026-04-08,pending,PO-6696
INV-2026-2945,Precision Print Shop,2537.4,2026-02-25,2026-03-27,pending,PO-6581
INV-2026-4126,IRONCLAD LOGISTICS,3086.23,2026-03-06,2026-04-20,pending,PO-6936
INV-2026-3376,Zenith IT Consulting,8116.76,2026-03-05,2026-05-04,pending,PO-6394
INV-2026-3234,Ridgeline HVAC,344.23,2026-05-08,2026-07-07,overdue,PO-6454
INV-2026-3605,Delta Freight Solutions,14670.39,2026-06-19,2026-07-19,paid,PO-6112
INV-2026-2773,Delta Freight Solutions,412.62,2026-01-06,2026-02-20,overdue,PO-6795
INV-2026-4654,Everline Distribution,132.67,2026-05-06,2026-06-05,paid,PO-6913
INV-2026-2720,SUMMIT OFFICE SUPPLIES,1465.99,2026-03-14,2026-04-13,paid,PO-6296
INV-2026-5201,Baystate Facilities,1021.15,2026-05-27,2026-06-26,pending,PO-6250
INV-2026-2352,Harborstone Consulting,164.34,2026-05-06,2026-05-21,overdue,PO-6366
INV-2026-4228,Bluepeak Marketing,7558.09,2026-05-09,2026-07-08,pending,PO-6771
INV-2026-4394,Baystate Facilities,1361.66,2026-01-10,2026-02-09,paid,PO-6628
INV-2026-3879,Quartz Design Studio,655.27,2026-02-15,2026-03-02,overdue,PO-6428
INV-2026-4797,Zenith IT Consulting,404.75,2026-06-18,2026-07-18,overdue,PO-6588
INV-2026-4037,IRONCLAD LOGISTICS,430.74,2026-01-03,2026-02-02,pending,PO-6833
INV-2026-3258,Riverside Cleaning Co,1096.15,2026-06-04,2026-07-04,pending,PO-6711
INV-2026-4730,Golden Valley Catering,608.24,2026-03-08,2026-04-07,overdue,PO-6390
INV-2026-5037,IRONCLAD LOGISTICS,1396.05,2026-02-05,2026-03-22,paid,PO-6551
INV-2026-4300,Civic Square Legal,1465.2,2026-01-20,2026-02-19,overdue,PO-6941
INV-2026-3345,BluePeak Marketing,262.88,2026-04-08,2026-04-23,overdue,PO-6822
INV-2026-4895,Quartz Design Studio,2478.57,2026-06-15,2026-06-30,pending,PO-6003
INV-2026-4188,Northwind Security,575.09,2026-05-10,2026-07-09,paid,PO-6939
INV-2026-2157,summit office supplies,2277.31,2026-06-04,2026-06-19,paid,PO-6690
INV-2026-5235,Ridgeline HVAC,600.57,2026-01-05,2026-02-19,overdue,PO-6117
INV-2026-2224,summit office supplies,4358.45,2026-05-26,2026-07-25,paid,PO-6583
INV-2026-4335,Fleetline Maintenance,58.89,2026-05-11,2026-07-10,pending,PO-6508
INV-2026-4175,IRONCLAD LOGISTICS,1438.98,2026-05-10,2026-06-24,overdue,PO-6565
INV-2026-2396,BluePeak Marketing,,2026-03-08,2026-05-07,overdue,PO-6876
INV-2026-3992,Fleetline Maintenance,226.48,2026-02-26,2026-03-28,paid,PO-6596
INV-2026-3198,Baystate Facilities,2783.28,2026-03-31,2026-04-30,paid,PO-6869
INV-2026-2688,Wellspring Analytics,772.89,2026-03-22,2026-05-21,overdue,PO-6384
INV-2026-3726,Ridgeline HVAC,629.19,2026-03-28,2026-04-27,paid,PO-6335
INV-2026-3889,Ridgeline HVAC,1390.72,2026-03-06,2026-04-20,paid,PO-6478
INV-2026-2015,Zenith IT Consulting,1340.15,,2026-06-19,pending,PO-6688
INV-2026-5121,Northwind Security,2393.61,2026-02-19,2026-03-21,pending,PO-6868
INV-2026-3845,Trustpoint Insurance,1033.49,2026-04-17,2026-05-02,overdue,PO-6740
INV-2026-4011,Trustpoint Insurance,348.16,,2026-02-15,overdue,PO-6331
INV-2026-2460,Fleetline Maintenance,462.87,2026-01-29,2026-02-28,paid,PO-6821
INV-2026-4606,Ridgeline HVAC,4953.09,2026-06-10,2026-07-25,pending,PO-6957
INV-2026-3384,Fleetline Maintenance,379.58,2026-01-12,2026-02-11,paid,PO-6469
INV-2026-2876,SUMMIT OFFICE SUPPLIES,330.03,2026-06-21,2026-08-20,paid,PO-6793
INV-2026-3837,Baystate Facilities,822.86,2026-02-24,2026-03-11,paid,PO-6441
INV-2026-2985,Pinnacle Telecom,425.99,2026-02-01,2026-04-02,paid,PO-6266
INV-2026-3558,Meadowbrook Payroll,77.74,,2026-05-24,paid,PO-6093
INV-2026-2557,Bluepeak Marketing,408.69,2026-06-18,2026-07-03,paid,PO-6723
INV-2026-5174,Northwind Security,481.32,2026-03-21,2026-04-20,overdue,PO-6528
INV-2026-3910,Delta Freight Solutions LLC,763.16,2026-02-16,2026-03-18,paid,PO-6364
INV-2026-3317,Everline Distribution,733.36,2026-05-16,2026-06-15,pending,PO-6899
INV-2026-2065,Fleetline Maintenance,450.5,2026-06-29,2026-07-29,pending,PO-6337
INV-2026-4290,Fleetline Maintenance,2390.27,2026-03-03,2026-04-02,paid,PO-6005
INV-2026-4209,Riverside Cleaning Co,2196.92,2026-06-24,2026-08-23,paid,PO-6645
INV-2026-5237,Civic Square Legal,3634.51,2026-04-05,2026-06-04,pending,PO-6410
INV-2026-2425,Everline Distribution,10425.83,2026-01-22,2026-03-23,paid,PO-6641
INV-2026-4376,Precision Print Shop,1074.14,2026-03-29,2026-05-13,overdue,PO-6436
INV-2026-2621,Fleetline Maintenance,879.1,2026-01-10,2026-02-24,paid,PO-6904
INV-2026-4025,Trustpoint Insurance,2636.65,2026-06-01,2026-07-01,pending,PO-6509
INV-2026-4331,Wellspring Analytics,1265.47,2026-06-08,2026-07-08,paid,PO-6239
INV-2026-2873,IRONCLAD LOGISTICS,7341.9,2026-05-04,2026-07-03,overdue,PO-6372
INV-2026-4924,Civic Square Legal,474.46,2026-03-04,2026-04-18,pending,PO-6305
INV-2026-4301,IRONCLAD LOGISTICS,32.62,2026-05-20,2026-06-19,pending,PO-6991
INV-2026-4297,Ironclad Logistics,2138.93,2026-02-06,2026-02-21,paid,PO-6495
INV-2026-4937,Pinnacle Telecom,508.89,2026-05-21,2026-07-20,paid,PO-6551
INV-2026-2369,SUMMIT OFFICE SUPPLIES,2507.27,2026-04-08,2026-06-07,overdue,PO-6337
INV-2026-4874,Quartz Design Studio,68.61,2026-04-09,2026-05-09,pending,PO-6417
INV-2026-2848,Pinnacle Telecom,648.58,2026-05-17,2026-06-16,overdue,PO-6994
INV-2026-3011,Riverside Cleaning Co,784.83,2026-03-31,2026-04-30,pending,PO-6848
INV-2026-4352,Fleetline Maintenance,356.68,2026-06-28,2026-07-28,pending,PO-6019
INV-2026-2571,Bluepeak Marketing,1558.75,2026-03-05,2026-05-04,overdue,PO-6529
INV-2026-3298,Bluepeak Marketing,4912.87,2026-04-27,2026-05-27,pending,PO-6831
INV-2026-3885,Trustpoint Insurance,635.0,2026-05-11,2026-06-10,overdue,PO-6166
INV-2026-3153,Northwind Security,5050.67,2026-06-27,2026-07-27,pending,PO-6039
INV-2026-4814,SUMMIT OFFICE SUPPLIES,1848.84,2026-02-14,2026-03-01,pending,PO-6890
INV-2026-4312,Quartz Design Studio,134.13,2026-04-10,2026-05-25,overdue,PO-6120
INV-2026-3561,Bluepeak Marketing,68.78,2026-01-02,2026-02-01,paid,PO-6741
INV-2026-3855,Meadowbrook Payroll,214.68,2026-06-02,2026-07-02,paid,PO-6287
INV-2026-4420,Baystate Facilities,235.21,2026-03-31,2026-04-30,overdue,PO-6360
INV-2026-2493,Riverside Cleaning Co,271.88,2026-03-22,2026-04-21,paid,PO-6838
INV-2026-3804,Riverside Cleaning Co,142.57,2026-02-12,2026-04-13,paid,PO-6156
INV-2026-2601,BluePeak Marketing,3972.41,2026-02-17,2026-03-19,paid,PO-6115
INV-2026-2271,Northwind Security,575.58,2026-04-13,2026-04-28,overdue,PO-6786
INV-2026-2259,Northwind Security,6253.29,2026-03-27,2026-04-26,paid,PO-6077
INV-2026-2667,Northwind Security,756.65,2026-04-07,2026-05-07,paid,PO-6009
INV-2026-3607,Precision Print Shop,185.53,2026-03-20,2026-04-04,pending,PO-6940
INV-2026-3386,Meadowbrook Payroll,1693.01,2026-05-31,2026-07-30,pending,PO-6472
INV-2026-5108,Trustpoint Insurance,2720.27,2026-02-01,2026-03-18,paid,PO-6184
INV-2026-2049,Quartz Design Studio,1962.29,2026-01-12,2026-02-11,paid,PO-6736
INV-2026-4004,Harborstone Consulting Group,98.2,2026-06-05,2026-08-04,overdue,PO-6911
INV-2026-3174,Civic Square Legal,3293.28,2026-03-28,2026-04-27,overdue,PO-6066
INV-2026-2417,IRONCLAD LOGISTICS,633.56,2026-03-01,2026-04-30,paid,PO-6664
INV-2026-3063,Bluepeak Marketing,512.97,2026-01-01,2026-03-02,pending,PO-6800
INV-2026-2210,Wellspring Analytics,447.16,2026-05-29,2026-06-13,overdue,PO-6993
INV-2026-3731,Zenith IT Consulting,2664.35,2026-06-19,2026-07-04,pending,PO-6437
INV-2026-2326,Everline Distribution,675.41,2026-02-11,2026-03-28,overdue,PO-6712
INV-2026-3025,Everline Distribution,1016.33,2026-06-18,2026-07-18,pending,PO-6401
INV-2026-4558,Summit Office Supplies,242.83,2026-05-22,2026-06-21,pending,PO-6951
INV-2026-3868,Zenith IT Consulting,1021.21,2026-06-07,2026-08-06,overdue,PO-6758
INV-2026-3108,Meadowbrook Payroll,248.06,,2026-05-22,pending,PO-6542
INV-2026-3377,Meadowbrook Payroll,2595.61,2026-01-18,2026-02-02,paid,PO-6462
INV-2026-3541,Northwind Security,,2026-05-05,2026-06-04,overdue,PO-6809
INV-2026-2318,Fleetline Maintenance,320.91,2026-05-29,2026-06-28,pending,PO-6585
INV-2026-3141,Pinnacle Telecom,367.62,2026-04-14,2026-04-29,overdue,PO-6419
INV-2026-3896,summit office supplies,1435.18,2026-03-30,2026-04-29,pending,PO-6352
INV-2026-2150,Zenith IT Consulting,670.88,2026-03-18,2026-04-17,paid,PO-6822
INV-2026-3344,Fleetline Maintenance,230.4,2026-05-05,2026-06-04,paid,PO-6728
INV-2026-3244,Golden Valley Catering,11601.72,2026-01-28,2026-02-27,overdue,PO-6405
INV-2026-3514,Quartz Design Studio,,2026-01-28,2026-03-29,paid,PO-6218
INV-2026-2156,Baystate Facilities,162.98,2026-01-07,2026-01-22,paid,PO-6361
INV-2026-2662,Riverside Cleaning Co,1050.31,2026-01-31,2026-04-01,overdue,PO-6231
INV-2026-3407,Golden Valley Catering,831.58,2026-04-14,2026-05-14,paid,PO-6814
INV-2026-4713,Ridgeline HVAC,2139.02,2026-01-23,2026-03-09,overdue,PO-6727
INV-2026-4381,Baystate Facilities,674.52,2026-01-02,2026-02-01,paid,PO-6638
INV-2026-2278,Northwind Security,36.19,2026-02-25,2026-04-11,paid,PO-6246
INV-2026-2243,Precision Print Shop,2384.74,2026-03-31,2026-04-30,overdue,PO-6575
INV-2026-2237,Quartz Design Studio,1077.88,2026-01-29,2026-02-13,paid,PO-6514
INV-2026-3784,Pinnacle Telecom,234.09,2026-06-05,2026-07-05,overdue,PO-6488
INV-2026-4726,Bluepeak Marketing,848.63,2026-06-02,2026-07-17,overdue,PO-6297
INV-2026-4577,Pinnacle Telecom,6561.5,2026-01-10,2026-02-09,overdue,PO-6364
INV-2026-3245,Ridgeline HVAC,577.86,2026-02-11,2026-02-26,pending,PO-6184
INV-2026-2871,Wellspring Analytics,85.14,2026-06-17,2026-07-17,pending,PO-6812
INV-2026-2113,IRONCLAD LOGISTICS,543.85,2026-03-14,2026-04-13,overdue,PO-6228
INV-2026-3980,Riverside Cleaning Co,517.13,2026-01-25,2026-03-11,paid,PO-6230
INV-2026-2594,Wellspring Analytics,744.75,2026-06-06,2026-08-05,pending,PO-6231
INV-2026-3447,BluePeak Marketing,2369.63,2026-02-20,2026-03-07,overdue,PO-6523
INV-2026-4268,Pinnacle Telecom,3465.99,2026-02-21,2026-03-23,pending,PO-6569
INV-2026-2483,Golden Valley Catering,671.0,2026-05-09,2026-06-08,pending,PO-6724
INV-2026-4791,Harborstone Consulting Group,1473.07,2026-03-14,2026-04-13,overdue,PO-6317
INV-2026-5183,Civic Square Legal,787.62,2026-04-21,2026-05-21,paid,PO-6492
INV-2026-4196,Quartz Design Studio,1838.48,2026-04-17,2026-05-17,pending,PO-6307
INV-2026-4289,BluePeak Marketing,930.36,2026-03-23,2026-04-07,pending,PO-6711
INV-2026-3311,Civic Square Legal,2105.81,2026-02-01,2026-04-02,pending,PO-6486
INV-2026-3720,Ironclad Logistics,721.81,2026-02-16,2026-03-18,paid,PO-6107
INV-2026-2241,Harborstone Consulting,6270.93,2026-01-04,2026-02-03,paid,PO-6729
INV-2026-3797,Delta Freight Solutions LLC,245.39,2026-04-02,2026-05-02,paid,PO-6075
INV-2026-3013,Golden Valley Catering,645.92,2026-04-19,2026-05-19,pending,PO-6559
INV-2026-3056,BluePeak Marketing,2224.33,2026-01-02,2026-02-01,paid,PO-6948
INV-2026-2958,Fleetline Maintenance,1035.86,2026-03-24,2026-04-08,pending,PO-6442
INV-2026-2902,Everline Distribution,547.43,2026-02-17,2026-04-18,pending,PO-6295
INV-2026-2399,Golden Valley Catering,1924.73,2026-05-21,2026-07-05,pending,PO-6758
INV-2026-2806,Delta Freight Solutions,906.38,2026-02-16,2026-04-17,pending,PO-6872
INV-2026-3279,IRONCLAD LOGISTICS,2528.68,2026-05-23,2026-07-07,overdue,PO-6054
INV-2026-4555,IRONCLAD LOGISTICS,653.42,2026-02-26,2026-03-28,paid,PO-6669
INV-2026-2540,Wellspring Analytics,326.73,2026-05-18,2026-06-02,pending,PO-6899
INV-2026-3348,Bluepeak Marketing,376.89,2026-01-31,2026-04-01,overdue,PO-6073
INV-2026-3373,Ridgeline HVAC,6498.83,2026-02-20,2026-03-22,overdue,PO-6559
INV-2026-4650,Delta Freight Solutions,1247.81,2026-04-24,2026-06-08,pending,PO-6910
INV-2026-4770,Everline Distribution,363.53,2026-04-02,2026-05-17,paid,PO-6824
INV-2026-3163,BluePeak Marketing,568.43,2026-01-21,2026-03-07,pending,PO-6038
INV-2026-2696,Precision Print Shop,902.86,2026-06-28,2026-07-28,pending,PO-6184
INV-2026-3178,Zenith IT Consulting,3635.11,2026-05-17,2026-06-16,overdue,PO-6773
INV-2026-4642,Civic Square Legal,361.73,2026-05-22,2026-06-21,paid,PO-6098
INV-2026-2072,Wellspring Analytics,1097.53,2026-03-01,2026-03-31,pending,PO-6837
INV-2026-3933,SUMMIT OFFICE SUPPLIES,33.88,2026-02-27,2026-03-14,overdue,PO-6302
INV-2026-2909,Harborstone Consulting,3266.61,2026-06-19,2026-07-04,paid,PO-6334
INV-2026-5152,Zenith IT Consulting,1111.69,2026-03-10,2026-04-09,paid,PO-6390
INV-2026-3716,Quartz Design Studio,669.71,2026-05-11,2026-06-10,paid,PO-6053
INV-2026-4897,Northwind Security,12806.84,2026-05-18,2026-07-02,overdue,PO-6410
INV-2026-2384,Ridgeline HVAC,66.83,2026-05-16,2026-06-15,overdue,PO-6312
INV-2026-2901,IRONCLAD LOGISTICS,22784.39,2026-05-30,2026-07-14,overdue,PO-6194
INV-2026-4775,SUMMIT OFFICE SUPPLIES,964.56,2026-05-28,2026-06-27,overdue,PO-6539
INV-2026-3766,Riverside Cleaning Co,2712.73,2026-04-27,2026-05-12,overdue,PO-6910
INV-2026-4537,Trustpoint Insurance,1898.83,,2026-04-25,overdue,PO-6803
INV-2026-3505,Ridgeline HVAC,4908.35,2026-03-15,2026-04-14,paid,PO-6159
INV-2026-4912,Harborstone Consulting Group,278.38,2026-03-21,2026-05-05,paid,PO-6567
INV-2026-4075,BluePeak Marketing,664.7,2026-02-11,2026-02-26,pending,PO-6960
INV-2026-4855,Everline Distribution,3338.38,2026-01-05,2026-02-04,pending,PO-6635
INV-2026-4056,BluePeak Marketing,4304.29,2026-01-11,2026-02-10,paid,PO-6861
INV-2026-2317,Quartz Design Studio,2187.22,2026-04-26,2026-05-26,paid,PO-6307
INV-2026-5204,Golden Valley Catering,757.76,2026-06-08,2026-07-08,overdue,PO-6475
INV-2026-3689,Precision Print Shop,1506.9,2026-02-07,2026-03-09,paid,PO-6332
INV-2026-3251,Trustpoint Insurance,146.19,2026-03-16,2026-04-15,pending,PO-6633
INV-2026-4984,Wellspring Analytics,5346.58,2026-02-23,2026-04-09,overdue,PO-6549
INV-2026-3017,Civic Square Legal,71.33,2026-01-18,2026-02-17,overdue,PO-6833
INV-2026-2130,Zenith IT Consulting,762.23,2026-03-06,2026-05-05,pending,PO-6511
INV-2026-3655,Ridgeline HVAC,1280.67,2026-01-08,2026-02-07,paid,PO-6666
INV-2026-2781,Ironclad Logistics,12067.56,2026-06-13,2026-06-28,paid,PO-6796
INV-2026-2295,Everline Distribution,1721.67,2026-04-16,2026-05-16,overdue,PO-6164
INV-2026-3124,summit office supplies,6030.3,2026-04-02,2026-05-02,paid,PO-6868
INV-2026-4392,Zenith IT Consulting,868.39,2026-05-06,2026-06-05,paid,PO-6430
INV-2026-3717,Fleetline Maintenance,848.84,2026-01-01,2026-01-16,pending,PO-6032
INV-2026-2063,Delta Freight Solutions LLC,941.97,2026-06-29,2026-07-14,paid,PO-6915
INV-2026-3381,Trustpoint Insurance,960.01,2026-01-28,2026-02-27,paid,PO-6582
INV-2026-4398,Harborstone Consulting Group,2051.94,2026-03-12,2026-05-11,paid,PO-6464
INV-2026-3667,Bluepeak Marketing,6563.97,2026-01-22,2026-02-21,paid,PO-6708
INV-2026-3112,Northwind Security,302.34,2026-05-24,2026-06-23,pending,PO-6627
INV-2026-4396,Ridgeline HVAC,4476.82,2026-05-21,2026-06-20,paid,PO-6326
INV-2026-4709,Harborstone Consulting Group,317.87,2026-03-29,2026-05-28,pending,PO-6292
INV-2026-5176,Harborstone Consulting,196.07,2026-05-28,2026-07-12,paid,PO-6624
INV-2026-4096,Wellspring Analytics,3263.28,2026-05-19,2026-07-03,pending,PO-6364
INV-2026-3302,Bluepeak Marketing,969.88,2026-04-19,2026-05-19,pending,PO-6399
INV-2026-3912,Northwind Security,3274.65,2026-03-29,2026-04-28,paid,PO-6081
INV-2026-2884,Harborstone Consulting,3697.46,2026-04-19,2026-05-19,pending,PO-6077
INV-2026-3500,SUMMIT OFFICE SUPPLIES,5078.78,2026-06-25,2026-08-24,paid,PO-6385
INV-2026-2646,Quartz Design Studio,1060.97,2026-01-11,2026-01-26,overdue,PO-6787
INV-2026-2665,SUMMIT OFFICE SUPPLIES,310.12,2026-04-30,2026-06-14,pending,PO-6518
INV-2026-4143,Meadowbrook Payroll,8273.57,2026-01-22,2026-02-21,overdue,PO-6602
INV-2026-4909,Everline Distribution,4783.1,,2026-06-15,paid,PO-6210
INV-2026-3096,Golden Valley Catering,900.11,2026-04-25,2026-05-25,pending,PO-6878
INV-2026-4637,Delta Freight Solutions LLC,2244.52,2026-06-11,2026-06-26,overdue,PO-6070
INV-2026-4321,Delta Freight Solutions,80.49,2026-06-14,2026-07-14,overdue,PO-6757
INV-2026-4604,Quartz Design Studio,1026.53,2026-04-13,2026-05-28,pending,PO-6870
INV-2026-5266,Summit Office Supplies,1426.84,2026-04-23,2026-05-23,overdue,PO-6321
INV-2026-4951,Delta Freight Solutions,426.82,2026-05-26,2026-07-10,overdue,PO-6536
INV-2026-4935,Trustpoint Insurance,789.85,2026-04-30,2026-05-30,overdue,PO-6733
INV-2026-5050,Ironclad Logistics,2223.64,2026-03-06,2026-04-05,pending,PO-6842
INV-2026-3623,IRONCLAD LOGISTICS,279.47,2026-04-23,2026-05-23,overdue,PO-6938
INV-2026-5169,Meadowbrook Payroll,642.37,2026-01-10,2026-02-24,paid,PO-6806
INV-2026-3457,SUMMIT OFFICE SUPPLIES,868.45,2026-03-05,2026-04-04,pending,PO-6565
INV-2026-4046,Baystate Facilities,446.98,2026-04-19,2026-05-19,pending,PO-6477
INV-2026-5265,Trustpoint Insurance,1197.5,2026-02-11,2026-03-13,paid,PO-6026
INV-2026-4873,Pinnacle Telecom,238.03,2026-06-02,2026-06-17,overdue,PO-6802
INV-2026-4006,Zenith IT Consulting,1197.25,2026-04-05,2026-05-20,pending,PO-6027
INV-2026-4280,Wellspring Analytics,1117.06,2026-06-20,2026-07-20,pending,PO-6842
INV-2026-3848,Precision Print Shop,1078.53,2026-01-07,2026-02-21,paid,PO-6931
INV-2026-3162,Civic Square Legal,,2026-02-02,2026-02-17,overdue,PO-6107
INV-2026-2106,Riverside Cleaning Co,3297.21,2026-04-25,2026-06-24,pending,PO-6629
INV-2026-3739,Trustpoint Insurance,7111.55,2026-02-10,2026-04-11,pending,PO-6882
INV-2026-3509,Civic Square Legal,376.64,2026-06-29,2026-07-29,pending,PO-6068
INV-2026-3641,Northwind Security,712.84,2026-03-14,2026-04-13,overdue,PO-6841
INV-2026-3929,Precision Print Shop,516.23,2026-01-22,2026-02-21,pending,PO-6521
INV-2026-3705,Bluepeak Marketing,5543.14,2026-06-14,2026-08-13,paid,PO-6631
INV-2026-2788,Delta Freight Solutions,2665.91,2026-02-27,2026-03-29,overdue,PO-6619
INV-2026-2930,Bluepeak Marketing,439.63,2026-03-10,2026-04-09,paid,PO-6842
INV-2026-4545,Baystate Facilities,14866.02,2026-06-22,2026-08-06,paid,PO-6929
INV-2026-2521,BluePeak Marketing,581.04,2026-03-18,2026-04-17,pending,PO-6222
INV-2026-5192,Zenith IT Consulting,106.06,2026-01-27,2026-03-28,paid,PO-6157
INV-2026-4136,Precision Print Shop,117.71,2026-04-07,2026-04-22,paid,PO-6751
INV-2026-3197,Quartz Design Studio,247.19,2026-06-16,2026-08-15,pending,PO-6038
INV-2026-2708,Wellspring Analytics,4638.35,2026-04-11,2026-05-11,pending,PO-6762
INV-2026-3591,Wellspring Analytics,1336.87,2026-06-17,2026-07-02,pending,PO-6300
INV-2026-3957,Quartz Design Studio,1514.78,2026-03-02,2026-04-01,overdue,PO-6318
INV-2026-4230,Harborstone Consulting,2409.39,2026-06-09,2026-07-09,pending,PO-6268
INV-2026-3927,Bluepeak Marketing,691.61,2026-06-21,2026-07-21,pending,PO-6535
INV-2026-2231,Delta Freight Solutions,309.04,2026-01-29,2026-02-13,overdue,PO-6662
INV-2026-5209,summit office supplies,1151.03,2026-06-15,2026-08-14,paid,PO-6905
INV-2026-2568,Trustpoint Insurance,2158.68,2026-01-06,2026-03-07,overdue,PO-6289
INV-2026-3612,Northwind Security,197.31,2026-05-21,2026-07-20,paid,PO-6447
INV-2026-4737,Meadowbrook Payroll,352.99,2026-04-08,2026-05-08,pending,PO-6009
INV-2026-3277,Ironclad Logistics,250.9,2026-06-08,2026-07-08,pending,PO-6070
INV-2026-2588,Everline Distribution,1364.7,2026-06-28,2026-07-28,pending,PO-6226
INV-2026-3750,IRONCLAD LOGISTICS,223.86,2026-06-21,2026-07-21,overdue,PO-6285
INV-2026-5190,Northwind Security,896.58,2026-05-01,2026-06-15,pending,PO-6009
INV-2026-2680,Pinnacle Telecom,258.48,2026-01-07,2026-02-06,paid,PO-6599
INV-2026-2816,Delta Freight Solutions,624.75,2026-04-24,2026-06-08,pending,PO-6610
INV-2026-2506,Pinnacle Telecom,705.86,2026-05-26,2026-06-25,pending,PO-6848
INV-2026-2079,Ridgeline HVAC,327.1,2026-05-13,2026-06-27,overdue,PO-6374
INV-2026-2236,summit office supplies,343.46,2026-06-19,2026-07-04,overdue,PO-6483
